score
-387.0
-189.0
-240.0
-214.0
-252.0
-358.0
-378.0
221.0
-409.0
-239.0
-230.0
1272.0
-101.0
144.0
-388.0
-189.0
-361.0
-93.0
-136.0
-121.0
-264.0
38.0
-236.0
-246.0
-224.0
-431.0
-270.0
-399.0
-387.0
1228.0
94.0
-255.0
-278.0
-137.0
-265.0
-246.0
-261.0
-397.0
-261.0
-112.0
-408.0
-243.0
-16.0
-349.0
-89.0
-337.0
-173.0
-269.0
-364.0
-157.0
1255.0
168.0
-472.0
1220.0
187.0
-260.0
1266.0
206.0
-363.0
-402.0
-66.0
-16.0
-249.0
-460.0
-406.0
-395.0
1239.0
213.0
-247.0
-349.0
-21.0
-431.0
-275.0
-304.0
-161.0
-227.0
-46.0
-253.0
-378.0
-89.0
-61.0
-412.0
-256.0
-135.0
-268.0
-343.0
-367.0
-408.0
1260.0
-96.0
197.0
1261.0
-240.0
-2.0
-256.0
83.0
-254.0
-405.0
0.0
1212.0
1364.0
